Number of total jobs: 3732
Job created at 6, Arrival Time: 6, Processing Time: 3, Priority: 0
Job created at 5164, Arrival Time: 5164, Processing Time: 2, Priority: 0
Job created at 5169, Arrival Time: 5169, Processing Time: 7, Priority: 0
Job created at 5169, Arrival Time: 5169, Processing Time: 1, Priority: 0
Job created at 5175, Arrival Time: 5175, Processing Time: 2, Priority: 0
Job created at 5176, Arrival Time: 5176, Processing Time: 12, Priority: 0
Job created at 5179, Arrival Time: 5179, Processing Time: 8, Priority: 0
Job created at 5179, Arrival Time: 5179, Processing Time: 3, Priority: 0
Job created at 5184, Arrival Time: 5184, Processing Time: 1, Priority: 0
Job created at 5190, Arrival Time: 5190, Processing Time: 7, Priority: 0
Job created at 5190, Arrival Time: 5190, Processing Time: 3, Priority: 0
Job created at 5193, Arrival Time: 5193, Processing Time: 11, Priority: 1
Job created at 5195, Arrival Time: 5195, Processing Time: 5, Priority: 0
Job created at 5200, Arrival Time: 5200, Processing Time: 10, Priority: 0
Job created at 5200, Arrival Time: 5200, Processing Time: 1, Priority: 0
Job created at 5201, Arrival Time: 5201, Processing Time: 11, Priority: 0
Job created at 5205, Arrival Time: 5205, Processing Time: 2, Priority: 0
Job created at 5209, Arrival Time: 5209, Processing Time: 5, Priority: 0
Job created at 5210, Arrival Time: 5210, Processing Time: 10, Priority: 0
Job created at 5214, Arrival Time: 5214, Processing Time: 5, Priority: 0
Job created at 5215, Arrival Time: 5215, Processing Time: 12, Priority: 1
Job created at 5221, Arrival Time: 5221, Processing Time: 8, Priority: 0
Job created at 5221, Arrival Time: 5221, Processing Time: 2, Priority: 0
Job created at 5224, Arrival Time: 5224, Processing Time: 3, Priority: 0
Job created at 5225, Arrival Time: 5225, Processing Time: 14, Priority: 0
Job created at 5229, Arrival Time: 5229, Processing Time: 9, Priority: 0
Job created at 5231, Arrival Time: 5231, Processing Time: 5, Priority: 0
Job created at 5235, Arrival Time: 5235, Processing Time: 4, Priority: 0
Job created at 5240, Arrival Time: 5240, Processing Time: 10, Priority: 0
Job created at 5241, Arrival Time: 5241, Processing Time: 2, Priority: 0
Job created at 5245, Arrival Time: 5245, Processing Time: 1, Priority: 0
Job created at 5250, Arrival Time: 5250, Processing Time: 8, Priority: 0
Job created at 5250, Arrival Time: 5250, Processing Time: 13, Priority: 0
Job created at 5251, Arrival Time: 5251, Processing Time: 5, Priority: 0
Job created at 5252, Arrival Time: 5252, Processing Time: 8, Priority: 1
Job created at 5254, Arrival Time: 5254, Processing Time: 5, Priority: 0
Job created at 5261, Arrival Time: 5261, Processing Time: 7, Priority: 0
Job created at 5261, Arrival Time: 5261, Processing Time: 4, Priority: 0
Job created at 5266, Arrival Time: 5266, Processing Time: 5, Priority: 0
Job created at 5269, Arrival Time: 5269, Processing Time: 7, Priority: 0
Job created at 5270, Arrival Time: 5270, Processing Time: 2, Priority: 0
Job created at 5274, Arrival Time: 5274, Processing Time: 12, Priority: 0
Job created at 5276, Arrival Time: 5276, Processing Time: 2, Priority: 0
Job created at 5277, Arrival Time: 5277, Processing Time: 10, Priority: 1
Job created at 5279, Arrival Time: 5279, Processing Time: 10, Priority: 0
Job created at 5281, Arrival Time: 5281, Processing Time: 4, Priority: 0
Job created at 5284, Arrival Time: 5284, Processing Time: 2, Priority: 0
Job created at 5289, Arrival Time: 5289, Processing Time: 10, Priority: 0
Job created at 5289, Arrival Time: 5289, Processing Time: 4, Priority: 0
Job created at 5296, Arrival Time: 5296, Processing Time: 4, Priority: 0
Job created at 5299, Arrival Time: 5299, Processing Time: 10, Priority: 0
Job created at 5299, Arrival Time: 5299, Processing Time: 14, Priority: 0
Job created at 5299, Arrival Time: 5299, Processing Time: 5, Priority: 0
Job created at 5306, Arrival Time: 5306, Processing Time: 5, Priority: 0
Job created at 5308, Arrival Time: 5308, Processing Time: 12, Priority: 1
Job created at 5311, Arrival Time: 5311, Processing Time: 6, Priority: 0
Job created at 5311, Arrival Time: 5311, Processing Time: 3, Priority: 0
Job created at 5314, Arrival Time: 5314, Processing Time: 2, Priority: 0
Job created at 5320, Arrival Time: 5320, Processing Time: 2, Priority: 0
Job created at 5321, Arrival Time: 5321, Processing Time: 7, Priority: 0
Job created at 5324, Arrival Time: 5324, Processing Time: 3, Priority: 0
Job created at 5326, Arrival Time: 5326, Processing Time: 13, Priority: 0
Job created at 5330, Arrival Time: 5330, Processing Time: 9, Priority: 0
Job created at 5331, Arrival Time: 5331, Processing Time: 1, Priority: 0
Job created at 5335, Arrival Time: 5335, Processing Time: 1, Priority: 0
Job created at 5339, Arrival Time: 5339, Processing Time: 6, Priority: 0
Job created at 5340, Arrival Time: 5340, Processing Time: 1, Priority: 0
Job created at 5341, Arrival Time: 5341, Processing Time: 12, Priority: 1
Job created at 5346, Arrival Time: 5346, Processing Time: 1, Priority: 0
Job created at 5350, Arrival Time: 5350, Processing Time: 6, Priority: 0
Job created at 5350, Arrival Time: 5350, Processing Time: 12, Priority: 0
Job created at 5351, Arrival Time: 5351, Processing Time: 3, Priority: 0
Job created at 5355, Arrival Time: 5355, Processing Time: 5, Priority: 0
Job created at 5361, Arrival Time: 5361, Processing Time: 6, Priority: 0
Job created at 5361, Arrival Time: 5361, Processing Time: 5, Priority: 0
Job created at 5366, Arrival Time: 5366, Processing Time: 3, Priority: 0
Job created at 5371, Arrival Time: 5371, Processing Time: 8, Priority: 0
Job created at 5371, Arrival Time: 5371, Processing Time: 2, Priority: 0
Job created at 5372, Arrival Time: 5372, Processing Time: 9, Priority: 1
Job created at 5375, Arrival Time: 5375, Processing Time: 4, Priority: 0
Job created at 5376, Arrival Time: 5376, Processing Time: 14, Priority: 0
Job created at 5379, Arrival Time: 5379, Processing Time: 8, Priority: 0
Job created at 5379, Arrival Time: 5379, Processing Time: 2, Priority: 0
Job created at 5384, Arrival Time: 5384, Processing Time: 3, Priority: 0
Job created at 5390, Arrival Time: 5390, Processing Time: 3, Priority: 0
Job created at 5391, Arrival Time: 5391, Processing Time: 9, Priority: 0
Job created at 5395, Arrival Time: 5395, Processing Time: 3, Priority: 0
Job created at 5399, Arrival Time: 5399, Processing Time: 11, Priority: 0
Job created at 5400, Arrival Time: 5400, Processing Time: 3, Priority: 0
Job created at 5401, Arrival Time: 5401, Processing Time: 6, Priority: 0
Job created at 5402, Arrival Time: 5402, Processing Time: 10, Priority: 1
Job created at 5405, Arrival Time: 5405, Processing Time: 3, Priority: 0
Job created at 5409, Arrival Time: 5409, Processing Time: 4, Priority: 0
Job created at 5410, Arrival Time: 5410, Processing Time: 6, Priority: 0
Job created at 5414, Arrival Time: 5414, Processing Time: 4, Priority: 0
Job created at 5419, Arrival Time: 5419, Processing Time: 2, Priority: 0
Job created at 5420, Arrival Time: 5420, Processing Time: 6, Priority: 0
Job created at 5424, Arrival Time: 5424, Processing Time: 12, Priority: 0
Job created at 5425, Arrival Time: 5425, Processing Time: 2, Priority: 0
Job created at 5426, Arrival Time: 5426, Processing Time: 12, Priority: 1
Job created at 5429, Arrival Time: 5429, Processing Time: 6, Priority: 0
Job created at 5431, Arrival Time: 5431, Processing Time: 3, Priority: 0
Job created at 5436, Arrival Time: 5436, Processing Time: 1, Priority: 0
Job created at 5439, Arrival Time: 5439, Processing Time: 6, Priority: 0
Job created at 5441, Arrival Time: 5441, Processing Time: 3, Priority: 0
Job created at 5446, Arrival Time: 5446, Processing Time: 1, Priority: 0
Job created at 5449, Arrival Time: 5449, Processing Time: 9, Priority: 0
Job created at 5451, Arrival Time: 5451, Processing Time: 15, Priority: 0
Job created at 5451, Arrival Time: 5451, Processing Time: 2, Priority: 0
Job created at 5455, Arrival Time: 5455, Processing Time: 5, Priority: 0
Job created at 5459, Arrival Time: 5459, Processing Time: 9, Priority: 0
Job created at 5459, Arrival Time: 5459, Processing Time: 4, Priority: 0
Job created at 5461, Arrival Time: 5461, Processing Time: 12, Priority: 1
Job created at 5465, Arrival Time: 5465, Processing Time: 1, Priority: 0
Job created at 5469, Arrival Time: 5469, Processing Time: 8, Priority: 0
Job created at 5470, Arrival Time: 5470, Processing Time: 5, Priority: 0
Job created at 5474, Arrival Time: 5474, Processing Time: 12, Priority: 0
Job created at 5476, Arrival Time: 5476, Processing Time: 2, Priority: 0
Job created at 5479, Arrival Time: 5479, Processing Time: 9, Priority: 0
Job created at 5480, Arrival Time: 5480, Processing Time: 4, Priority: 0
Job created at 5486, Arrival Time: 5486, Processing Time: 3, Priority: 0
Job created at 5490, Arrival Time: 5490, Processing Time: 10, Priority: 0
Job created at 5490, Arrival Time: 5490, Processing Time: 1, Priority: 0
Job created at 5491, Arrival Time: 5491, Processing Time: 10, Priority: 1
Job created at 5496, Arrival Time: 5496, Processing Time: 4, Priority: 0
Job created at 5499, Arrival Time: 5499, Processing Time: 15, Priority: 0
Job created at 5499, Arrival Time: 5499, Processing Time: 3, Priority: 0
Job created at 5501, Arrival Time: 5501, Processing Time: 6, Priority: 0
Job created at 5505, Arrival Time: 5505, Processing Time: 4, Priority: 0
Job created at 5511, Arrival Time: 5511, Processing Time: 8, Priority: 0
Job created at 5511, Arrival Time: 5511, Processing Time: 4, Priority: 0
Job created at 5515, Arrival Time: 5515, Processing Time: 4, Priority: 0
Job created at 5519, Arrival Time: 5519, Processing Time: 2, Priority: 0
Job created at 5521, Arrival Time: 5521, Processing Time: 10, Priority: 0
Job created at 5523, Arrival Time: 5523, Processing Time: 11, Priority: 1
Job created at 5524, Arrival Time: 5524, Processing Time: 1, Priority: 0
Job created at 5525, Arrival Time: 5525, Processing Time: 14, Priority: 0
Job created at 5529, Arrival Time: 5529, Processing Time: 10, Priority: 0
Job created at 5531, Arrival Time: 5531, Processing Time: 2, Priority: 0
Job created at 5536, Arrival Time: 5536, Processing Time: 3, Priority: 0
Job created at 5539, Arrival Time: 5539, Processing Time: 4, Priority: 0
Job created at 5541, Arrival Time: 5541, Processing Time: 7, Priority: 0
Job created at 5546, Arrival Time: 5546, Processing Time: 3, Priority: 0
Job created at 5549, Arrival Time: 5549, Processing Time: 9, Priority: 0
Job created at 5550, Arrival Time: 5550, Processing Time: 1, Priority: 0
Job created at 5550, Arrival Time: 5550, Processing Time: 15, Priority: 0
Job created at 5553, Arrival Time: 5553, Processing Time: 12, Priority: 1
Job created at 5554, Arrival Time: 5554, Processing Time: 4, Priority: 0
Job created at 5559, Arrival Time: 5559, Processing Time: 1, Priority: 0
Job created at 5560, Arrival Time: 5560, Processing Time: 7, Priority: 0
Job created at 5564, Arrival Time: 5564, Processing Time: 4, Priority: 0
Job created at 5570, Arrival Time: 5570, Processing Time: 3, Priority: 0
Job created at 5571, Arrival Time: 5571, Processing Time: 7, Priority: 0
Job created at 5574, Arrival Time: 5574, Processing Time: 14, Priority: 0
Job created at 5574, Arrival Time: 5574, Processing Time: 5, Priority: 0
Job created at 5577, Arrival Time: 5577, Processing Time: 12, Priority: 1
Job created at 5579, Arrival Time: 5579, Processing Time: 9, Priority: 0
Job created at 5580, Arrival Time: 5580, Processing Time: 4, Priority: 0
Job created at 5585, Arrival Time: 5585, Processing Time: 3, Priority: 0
Job created at 5590, Arrival Time: 5590, Processing Time: 6, Priority: 0
Job created at 5590, Arrival Time: 5590, Processing Time: 3, Priority: 0
Job created at 5596, Arrival Time: 5596, Processing Time: 1, Priority: 0
Job created at 5599, Arrival Time: 5599, Processing Time: 14, Priority: 0
Job created at 5599, Arrival Time: 5599, Processing Time: 4, Priority: 0
Job created at 5601, Arrival Time: 5601, Processing Time: 8, Priority: 0
Job created at 5604, Arrival Time: 5604, Processing Time: 1, Priority: 0
Job created at 5609, Arrival Time: 5609, Processing Time: 10, Priority: 0
Job created at 5609, Arrival Time: 5609, Processing Time: 1, Priority: 0
Job created at 5610, Arrival Time: 5610, Processing Time: 8, Priority: 1
Job created at 5614, Arrival Time: 5614, Processing Time: 5, Priority: 0
Job created at 5619, Arrival Time: 5619, Processing Time: 4, Priority: 0
Job created at 5621, Arrival Time: 5621, Processing Time: 7, Priority: 0
Job created at 5624, Arrival Time: 5624, Processing Time: 11, Priority: 0
Job created at 5625, Arrival Time: 5625, Processing Time: 5, Priority: 0
Job created at 5629, Arrival Time: 5629, Processing Time: 5, Priority: 0
Job created at 5630, Arrival Time: 5630, Processing Time: 6, Priority: 0
Job created at 5635, Arrival Time: 5635, Processing Time: 5, Priority: 0
Job created at 5639, Arrival Time: 5639, Processing Time: 1, Priority: 0
Job created at 5641, Arrival Time: 5641, Processing Time: 7, Priority: 0
Job created at 5644, Arrival Time: 5644, Processing Time: 5, Priority: 0
Job created at 5645, Arrival Time: 5645, Processing Time: 8, Priority: 1
Job created at 5649, Arrival Time: 5649, Processing Time: 11, Priority: 0
Job created at 5649, Arrival Time: 5649, Processing Time: 6, Priority: 0
Job created at 5651, Arrival Time: 5651, Processing Time: 4, Priority: 0
Job created at 5656, Arrival Time: 5656, Processing Time: 4, Priority: 0
Job created at 5660, Arrival Time: 5660, Processing Time: 4, Priority: 0
Job created at 5661, Arrival Time: 5661, Processing Time: 6, Priority: 0
Job created at 5666, Arrival Time: 5666, Processing Time: 2, Priority: 0
Job created at 5669, Arrival Time: 5669, Processing Time: 2, Priority: 0
Job created at 5671, Arrival Time: 5671, Processing Time: 8, Priority: 1
Job created at 5671, Arrival Time: 5671, Processing Time: 10, Priority: 0
Job created at 5675, Arrival Time: 5675, Processing Time: 12, Priority: 0
Job created at 5675, Arrival Time: 5675, Processing Time: 4, Priority: 0
Job created at 5680, Arrival Time: 5680, Processing Time: 9, Priority: 0
Job created at 5680, Arrival Time: 5680, Processing Time: 4, Priority: 0
Job created at 5685, Arrival Time: 5685, Processing Time: 5, Priority: 0
Job created at 5689, Arrival Time: 5689, Processing Time: 7, Priority: 0
Job created at 5689, Arrival Time: 5689, Processing Time: 4, Priority: 0
Job created at 5696, Arrival Time: 5696, Processing Time: 12, Priority: 1
Job created at 5696, Arrival Time: 5696, Processing Time: 4, Priority: 0
Job created at 5699, Arrival Time: 5699, Processing Time: 11, Priority: 0
Job created at 5699, Arrival Time: 5699, Processing Time: 5, Priority: 0
Job created at 5700, Arrival Time: 5700, Processing Time: 7, Priority: 0
Job created at 5705, Arrival Time: 5705, Processing Time: 3, Priority: 0
Job created at 5709, Arrival Time: 5709, Processing Time: 10, Priority: 0
Job created at 5710, Arrival Time: 5710, Processing Time: 2, Priority: 0
Job created at 5714, Arrival Time: 5714, Processing Time: 2, Priority: 0
Job created at 5721, Arrival Time: 5721, Processing Time: 7, Priority: 0
Job created at 5721, Arrival Time: 5721, Processing Time: 3, Priority: 0
Job created at 5725, Arrival Time: 5725, Processing Time: 2, Priority: 0
Job created at 5726, Arrival Time: 5726, Processing Time: 11, Priority: 0
Job created at 5729, Arrival Time: 5729, Processing Time: 6, Priority: 0
Job created at 5730, Arrival Time: 5730, Processing Time: 11, Priority: 1
Job created at 5731, Arrival Time: 5731, Processing Time: 1, Priority: 0
Job created at 5736, Arrival Time: 5736, Processing Time: 4, Priority: 0
Job created at 5739, Arrival Time: 5739, Processing Time: 8, Priority: 0
Job created at 5741, Arrival Time: 5741, Processing Time: 5, Priority: 0
Job created at 5744, Arrival Time: 5744, Processing Time: 3, Priority: 0
Job created at 5749, Arrival Time: 5749, Processing Time: 3, Priority: 0
Job created at 5751, Arrival Time: 5751, Processing Time: 8, Priority: 0
Job created at 5751, Arrival Time: 5751, Processing Time: 13, Priority: 0
Job created at 5756, Arrival Time: 5756, Processing Time: 3, Priority: 0
Job created at 5760, Arrival Time: 5760, Processing Time: 1, Priority: 0
Job created at 5761, Arrival Time: 5761, Processing Time: 8, Priority: 1
Job created at 5761, Arrival Time: 5761, Processing Time: 6, Priority: 0
Job created at 5766, Arrival Time: 5766, Processing Time: 4, Priority: 0
Job created at 5769, Arrival Time: 5769, Processing Time: 8, Priority: 0
Job created at 5771, Arrival Time: 5771, Processing Time: 2, Priority: 0
Job created at 5774, Arrival Time: 5774, Processing Time: 14, Priority: 0
Job created at 5775, Arrival Time: 5775, Processing Time: 3, Priority: 0
Job created at 5780, Arrival Time: 5780, Processing Time: 6, Priority: 0
Job created at 5780, Arrival Time: 5780, Processing Time: 3, Priority: 0
Job created at 5784, Arrival Time: 5784, Processing Time: 3, Priority: 0
Job created at 5786, Arrival Time: 5786, Processing Time: 9, Priority: 1
Job created at 5790, Arrival Time: 5790, Processing Time: 1, Priority: 0
Job created at 5791, Arrival Time: 5791, Processing Time: 10, Priority: 0
Job created at 5794, Arrival Time: 5794, Processing Time: 3, Priority: 0
Job created at 5800, Arrival Time: 5800, Processing Time: 13, Priority: 0
Job created at 5801, Arrival Time: 5801, Processing Time: 6, Priority: 0
Job created at 5801, Arrival Time: 5801, Processing Time: 2, Priority: 0
Job created at 5806, Arrival Time: 5806, Processing Time: 1, Priority: 0
Job created at 5809, Arrival Time: 5809, Processing Time: 10, Priority: 0
Job created at 5811, Arrival Time: 5811, Processing Time: 2, Priority: 0
Job created at 5814, Arrival Time: 5814, Processing Time: 3, Priority: 0
Job created at 5817, Arrival Time: 5817, Processing Time: 10, Priority: 1
Job created at 5819, Arrival Time: 5819, Processing Time: 9, Priority: 0
Job created at 5819, Arrival Time: 5819, Processing Time: 3, Priority: 0
Job created at 5824, Arrival Time: 5824, Processing Time: 15, Priority: 0
Job created at 5825, Arrival Time: 5825, Processing Time: 3, Priority: 0
Job created at 5830, Arrival Time: 5830, Processing Time: 4, Priority: 0
Job created at 5831, Arrival Time: 5831, Processing Time: 10, Priority: 0
Job created at 5836, Arrival Time: 5836, Processing Time: 1, Priority: 0
Job created at 5839, Arrival Time: 5839, Processing Time: 3, Priority: 0
Job created at 5840, Arrival Time: 5840, Processing Time: 6, Priority: 0
Job created at 5844, Arrival Time: 5844, Processing Time: 2, Priority: 0
Job created at 5849, Arrival Time: 5849, Processing Time: 13, Priority: 0
Job created at 5849, Arrival Time: 5849, Processing Time: 6, Priority: 0
Job created at 5849, Arrival Time: 5849, Processing Time: 4, Priority: 0
Job created at 5850, Arrival Time: 5850, Processing Time: 8, Priority: 1
Job created at 5855, Arrival Time: 5855, Processing Time: 4, Priority: 0
Job created at 5859, Arrival Time: 5859, Processing Time: 10, Priority: 0
Job created at 5860, Arrival Time: 5860, Processing Time: 4, Priority: 0
Job created at 5865, Arrival Time: 5865, Processing Time: 5, Priority: 0
Job created at 5869, Arrival Time: 5869, Processing Time: 3, Priority: 0
Job created at 5871, Arrival Time: 5871, Processing Time: 6, Priority: 0
Job created at 5875, Arrival Time: 5875, Processing Time: 2, Priority: 0
Job created at 5876, Arrival Time: 5876, Processing Time: 15, Priority: 0
Job created at 5880, Arrival Time: 5880, Processing Time: 8, Priority: 0
Job created at 5880, Arrival Time: 5880, Processing Time: 3, Priority: 0
Job created at 5881, Arrival Time: 5881, Processing Time: 12, Priority: 1
Job created at 5886, Arrival Time: 5886, Processing Time: 3, Priority: 0
Job created at 5891, Arrival Time: 5891, Processing Time: 10, Priority: 0
Job created at 5891, Arrival Time: 5891, Processing Time: 4, Priority: 0
Job created at 5895, Arrival Time: 5895, Processing Time: 3, Priority: 0
Job created at 5899, Arrival Time: 5899, Processing Time: 12, Priority: 0
Job created at 5900, Arrival Time: 5900, Processing Time: 4, Priority: 0
Job created at 5901, Arrival Time: 5901, Processing Time: 7, Priority: 0
Job created at 5905, Arrival Time: 5905, Processing Time: 4, Priority: 0
Job created at 5909, Arrival Time: 5909, Processing Time: 11, Priority: 1
Job created at 5909, Arrival Time: 5909, Processing Time: 8, Priority: 0
Job created at 5909, Arrival Time: 5909, Processing Time: 5, Priority: 0
Job created at 5916, Arrival Time: 5916, Processing Time: 2, Priority: 0
Job created at 5920, Arrival Time: 5920, Processing Time: 8, Priority: 0
Job created at 5921, Arrival Time: 5921, Processing Time: 1, Priority: 0
Job created at 5924, Arrival Time: 5924, Processing Time: 14, Priority: 0
Job created at 5926, Arrival Time: 5926, Processing Time: 1, Priority: 0
Job created at 5930, Arrival Time: 5930, Processing Time: 3, Priority: 0
Job created at 5930, Arrival Time: 5930, Processing Time: 9, Priority: 0
Job created at 5935, Arrival Time: 5935, Processing Time: 1, Priority: 0
Job created at 5938, Arrival Time: 5938, Processing Time: 9, Priority: 1
Job created at 5939, Arrival Time: 5939, Processing Time: 6, Priority: 0
Job created at 5940, Arrival Time: 5940, Processing Time: 2, Priority: 0
Job created at 5945, Arrival Time: 5945, Processing Time: 2, Priority: 0
Job created at 5949, Arrival Time: 5949, Processing Time: 2, Priority: 0
Job created at 5951, Arrival Time: 5951, Processing Time: 6, Priority: 0
Job created at 5951, Arrival Time: 5951, Processing Time: 15, Priority: 0
Job created at 5954, Arrival Time: 5954, Processing Time: 5, Priority: 0
Job created at 5959, Arrival Time: 5959, Processing Time: 5, Priority: 0
Job created at 5960, Arrival Time: 5960, Processing Time: 9, Priority: 0
Job created at 5966, Arrival Time: 5966, Processing Time: 1, Priority: 0
Job created at 5966, Arrival Time: 5966, Processing Time: 12, Priority: 1
Job created at 5971, Arrival Time: 5971, Processing Time: 2, Priority: 0
Job created at 5971, Arrival Time: 5971, Processing Time: 8, Priority: 0
Job created at 5974, Arrival Time: 5974, Processing Time: 15, Priority: 0
Job created at 5975, Arrival Time: 5975, Processing Time: 1, Priority: 0
Job created at 5979, Arrival Time: 5979, Processing Time: 6, Priority: 0
Job created at 5980, Arrival Time: 5980, Processing Time: 4, Priority: 0
Job created at 5984, Arrival Time: 5984, Processing Time: 3, Priority: 0
Job created at 5990, Arrival Time: 5990, Processing Time: 1, Priority: 0
Job created at 5991, Arrival Time: 5991, Processing Time: 10, Priority: 0
Job created at 5996, Arrival Time: 5996, Processing Time: 1, Priority: 0
Job created at 5999, Arrival Time: 5999, Processing Time: 8, Priority: 0
Job created at 5999, Arrival Time: 5999, Processing Time: 13, Priority: 0
Job created at 6001, Arrival Time: 6001, Processing Time: 11, Priority: 1
Job created at 6001, Arrival Time: 6001, Processing Time: 5, Priority: 0
Job created at 6005, Arrival Time: 6005, Processing Time: 4, Priority: 0
Job created at 6009, Arrival Time: 6009, Processing Time: 2, Priority: 0
Job created at 6010, Arrival Time: 6010, Processing Time: 9, Priority: 0
Job created at 6014, Arrival Time: 6014, Processing Time: 4, Priority: 0
Job created at 6020, Arrival Time: 6020, Processing Time: 7, Priority: 0
Job created at 6021, Arrival Time: 6021, Processing Time: 4, Priority: 0
Job created at 6026, Arrival Time: 6026, Processing Time: 12, Priority: 0
Job created at 6026, Arrival Time: 6026, Processing Time: 1, Priority: 0
Job created at 6030, Arrival Time: 6030, Processing Time: 8, Priority: 0
Job created at 6031, Arrival Time: 6031, Processing Time: 2, Priority: 0
Job created at 6033, Arrival Time: 6033, Processing Time: 12, Priority: 1
Job created at 6036, Arrival Time: 6036, Processing Time: 3, Priority: 0
Job created at 6039, Arrival Time: 6039, Processing Time: 4, Priority: 0
Job created at 6040, Arrival Time: 6040, Processing Time: 10, Priority: 0
Job created at 6046, Arrival Time: 6046, Processing Time: 1, Priority: 0
Job created at 6049, Arrival Time: 6049, Processing Time: 2, Priority: 0
Job created at 6050, Arrival Time: 6050, Processing Time: 9, Priority: 0
Job created at 6051, Arrival Time: 6051, Processing Time: 14, Priority: 0
Job created at 6055, Arrival Time: 6055, Processing Time: 5, Priority: 0
Job created at 6058, Arrival Time: 6058, Processing Time: 10, Priority: 1
Job created at 6060, Arrival Time: 6060, Processing Time: 4, Priority: 0
Job created at 6060, Arrival Time: 6060, Processing Time: 10, Priority: 0
Job created at 6064, Arrival Time: 6064, Processing Time: 3, Priority: 0
Job created at 6069, Arrival Time: 6069, Processing Time: 9, Priority: 0
Job created at 6071, Arrival Time: 6071, Processing Time: 4, Priority: 0
Job created at 6074, Arrival Time: 6074, Processing Time: 11, Priority: 0
Job created at 6076, Arrival Time: 6076, Processing Time: 4, Priority: 0
Job created at 6079, Arrival Time: 6079, Processing Time: 2, Priority: 0
Job created at 6080, Arrival Time: 6080, Processing Time: 8, Priority: 0
Job created at 6086, Arrival Time: 6086, Processing Time: 4, Priority: 0
Job created at 6089, Arrival Time: 6089, Processing Time: 8, Priority: 1
Job created at 6090, Arrival Time: 6090, Processing Time: 7, Priority: 0
Job created at 6091, Arrival Time: 6091, Processing Time: 4, Priority: 0
Job created at 6096, Arrival Time: 6096, Processing Time: 4, Priority: 0
Job created at 6099, Arrival Time: 6099, Processing Time: 3, Priority: 0
Job created at 6099, Arrival Time: 6099, Processing Time: 12, Priority: 0
Job created at 6100, Arrival Time: 6100, Processing Time: 6, Priority: 0
Job created at 6105, Arrival Time: 6105, Processing Time: 2, Priority: 0
Job created at 6109, Arrival Time: 6109, Processing Time: 1, Priority: 0
Job created at 6110, Arrival Time: 6110, Processing Time: 7, Priority: 0
Job created at 6116, Arrival Time: 6116, Processing Time: 5, Priority: 0
Job created at 6120, Arrival Time: 6120, Processing Time: 8, Priority: 0
Job created at 6121, Arrival Time: 6121, Processing Time: 5, Priority: 0
Job created at 6122, Arrival Time: 6122, Processing Time: 10, Priority: 1
Job created at 6124, Arrival Time: 6124, Processing Time: 15, Priority: 0
Job created at 6126, Arrival Time: 6126, Processing Time: 4, Priority: 0
Job created at 6129, Arrival Time: 6129, Processing Time: 5, Priority: 0
Job created at 6130, Arrival Time: 6130, Processing Time: 6, Priority: 0
Job created at 6135, Arrival Time: 6135, Processing Time: 5, Priority: 0
Job created at 6140, Arrival Time: 6140, Processing Time: 3, Priority: 0
Job created at 6141, Arrival Time: 6141, Processing Time: 7, Priority: 0
Job created at 6145, Arrival Time: 6145, Processing Time: 4, Priority: 0
Job created at 6148, Arrival Time: 6148, Processing Time: 8, Priority: 1
Job created at 6149, Arrival Time: 6149, Processing Time: 2, Priority: 0
Job created at 6150, Arrival Time: 6150, Processing Time: 11, Priority: 0
Job created at 6151, Arrival Time: 6151, Processing Time: 8, Priority: 0
Job created at 6156, Arrival Time: 6156, Processing Time: 4, Priority: 0
Job created at 6159, Arrival Time: 6159, Processing Time: 7, Priority: 0
Job created at 6161, Arrival Time: 6161, Processing Time: 5, Priority: 0
Job created at 6164, Arrival Time: 6164, Processing Time: 3, Priority: 0
Job created at 6170, Arrival Time: 6170, Processing Time: 5, Priority: 0
Job created at 6170, Arrival Time: 6170, Processing Time: 6, Priority: 0
Job created at 6175, Arrival Time: 6175, Processing Time: 2, Priority: 0
Job created at 6176, Arrival Time: 6176, Processing Time: 13, Priority: 0
Job created at 6178, Arrival Time: 6178, Processing Time: 10, Priority: 1
Job created at 6180, Arrival Time: 6180, Processing Time: 9, Priority: 0
Job created at 6181, Arrival Time: 6181, Processing Time: 1, Priority: 0
Job created at 6184, Arrival Time: 6184, Processing Time: 4, Priority: 0
Job created at 6189, Arrival Time: 6189, Processing Time: 7, Priority: 0
Job created at 6191, Arrival Time: 6191, Processing Time: 5, Priority: 0
Job created at 6195, Arrival Time: 6195, Processing Time: 1, Priority: 0
Job created at 6199, Arrival Time: 6199, Processing Time: 6, Priority: 0
Job created at 6200, Arrival Time: 6200, Processing Time: 14, Priority: 0
Job created at 6201, Arrival Time: 6201, Processing Time: 4, Priority: 0
Job created at 6204, Arrival Time: 6204, Processing Time: 4, Priority: 0
Job created at 6207, Arrival Time: 6207, Processing Time: 10, Priority: 1
Job created at 6211, Arrival Time: 6211, Processing Time: 5, Priority: 0
Job created at 6211, Arrival Time: 6211, Processing Time: 8, Priority: 0
Job created at 6216, Arrival Time: 6216, Processing Time: 1, Priority: 0
Job created at 6220, Arrival Time: 6220, Processing Time: 8, Priority: 0
Job created at 6221, Arrival Time: 6221, Processing Time: 5, Priority: 0
Job created at 6226, Arrival Time: 6226, Processing Time: 15, Priority: 0
Job created at 6226, Arrival Time: 6226, Processing Time: 2, Priority: 0
Job created at 6229, Arrival Time: 6229, Processing Time: 4, Priority: 0
